Word,category,example_pt,example_libras,video_url,hand_gesture
Namorar,Verbos,Eu namoro faz 3 anos.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01706-namorar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/58.jpg
Não Conhecer,Verbos,Eu não conheço outro país.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01707-n%C3%A3o-conhecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg
Não conseguir,Verbos,Eu não consegui encontrar sua mochila.,EU NAO CONSEGUIR ENCONTRAR MOCHILA SUA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1338-naoconsegui.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Não Entender,Verbos,Eu não entendo o que você diz.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01708-n%C3%A3o-entender.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Não gostar,Verbos,Eu não gosto de ler livros.,VOCE NAO-GOSTAR LIVRO LER?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1339-naogostar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/01.jpg
Não Ouvir,Verbos,Os surdos não ouvem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01709-n%C3%A3o-ouvir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Não Poder,Verbos,Eu não posso ir com você ao médico amanhã.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01710-n%C3%A3o-poder.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Não prestar,Verbos,Esse arroz não presta porque é duro.,ARROZ NAO-PRESTAR PORQUE DURO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1340-naoprestar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg
Não Querer,Verbos,Eu percebi que você não quer ir à festa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01711-n%C3%A3o-querer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Não Saber,Verbos,Ele não sabe dirigir.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01712-n%C3%A3o-saber.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/58.jpg
Não Ter,Verbos,Minha casa não tem varanda.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01713-n%C3%A3o-ter.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Nascer,Verbos,Eu nasci em Viçosa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/470-nascer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Noivar,Verbos,Nós iremos noivar esse ano.,,Not Available,
Obedecer,Verbos,As crianças precisam obedecer os seus pais.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01714-obedecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/74.jpg
Observar,Verbos,Tenho observado seu trabalho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01715-observar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Odiar,Verbos,Odiar alguém é muito ruim.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01716-odiar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Ofender,Verbos,É errado ofender as pessoas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01717-ofender.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Operar,Verbos,Tive que operar meu apêndice.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01718-operar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Ouvir,Verbos,"Eu ouvi o que você disse, só não entendi.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01719-ouvir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Pagar,Verbos,Preciso pagar as contas do mês.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01720-pagar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg
Paquerar,Verbos,Eu paquerei um rapaz e começamos a namorar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01721-paquerar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg
Parar,Verbos,Pare de me acusar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01722-parar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Parecer,Verbos,Eu pareço com minha irmã.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01723-parecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg
Passar Roupa,Verbos,Hoje não vou sair porque preciso passar roupa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01724-passar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Passear,Verbos,Irei passear com meu cachorro todos os dias.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01725-passear.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/74.jpg
Pecar,Verbos,"Não quero pecar, sou religioso.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01726-pecar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg
Pedir,Verbos,Eu pedi uma porção de fritas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01727-pedir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Pegar,Verbos,Vou pegar um prato limpo para você.,,Not Available,
Pendurar,Verbos,Minha mãe mandou eu pendurar as roupas no varal.,,Not Available,
Pensar,Verbos,Tenho pensado muito sobre acessibilidade.,,Not Available,
Perceber,Verbos,Só agora percebi que o quadro caiu.,,Not Available,
Perder,Verbos,Eu perdi minha carteira na rua.,,Not Available,
Perguntar,Verbos,"Se tiver dúvidas, pode perguntar para mim.",,Not Available,
Pescar,Verbos,Adoro ir pescar com meu pai.,,Not Available,
Pesquisar,Verbos,Estou pesquisando sobre LIBRAS.,,Not Available,
Poder,Verbos,"Posso te ajudar com a sua pesquisa, entendo do assunto.",,Not Available,
Pôr,Verbos,Você já pôs sal no arroz! Está salgado.,,Not Available,
Precisar,Verbos,Eu preciso passar protetor solar antes de ir.,,Not Available,
Prender,Verbos,É trabalho da polícia prender os bandidos.,,Not Available,
Procurar,Verbos,Preciso procurar meus livros.,,Not Available,
Proibir,Verbos,A prefeitura proibiu a entrada de cães.,,Not Available,
Prometer,Verbos,Eu prometo que amanhã vou à sua festa.,,Not Available,
Proteger,Verbos,Uma mãe sempre protege seu filho.,,Not Available,
Provocar,Verbos,Meu ex-namorado gosta de me provocar.,,Not Available,
Pular,Verbos,Na academia eu preciso pular obstáculos.,,Not Available,
Quebrar,Verbos,Eu quebrei a caneta por estar com raiva.,,Not Available,
Queimar,Verbos,Esqueci o bolo no forno e ele queimou.,,Not Available,
Querer,Verbos,Hoje eu queria comer lasanha.,,Not Available,
Receber,Verbos,Eu já recebi o convite do casamento da Jéssica.,,Not Available,
Reservar,Verbos,Reservei uma mesa no seu restaurante favorito.,,Not Available,
Responder,Verbos,Eu respondi a uma pergunta difícil.,,Not Available,
Roubar,Verbos,Roubar é errado.,,Not Available,
Saber,Verbos,Você sabe LIBRAS. Que legal!,,Not Available,
Salvar,Verbos,Ele salvou minha vida.,,Not Available,
Seguir,Verbos,Achei que tinha alguém me seguindo na rua.,,Not Available,
Segurar,Verbos,Você pode segurar minha mão.,,Not Available,
Sentar,Verbos,A professora mandou o aluno se sentar.,,Not Available,
Sentir,Verbos,Hoje estou me sentindo tão bem.,,Not Available,
Ser,Verbos,Eu sou brasileira.,,Not Available,
Servir,Verbos,Irei servir um pouco mais de arroz.,,Not Available,
Sofrer,Verbos,"Sofrer é ruim, por isso sempre tento resolver as coisas.",,Not Available,
Soletrar,Verbos,Quero participar de um concurso de soletrar.,,Not Available,
Somar,Verbos,"Você somou errado, tente de novo.",,Not Available,
Subir,Verbos,Vamos subir de escadas. O elevador está com defeito.,,Not Available,
Ter,Verbos,Eu tenho dois irmãos.,,Not Available,
Terminar,Verbos,"Ei, vocês! Terminem com esta discussão.",,Not Available,
Tocar,Verbos,Eu toco violão todos os dias.,,Not Available,
Trabalhar,Verbos,Eu trabalho na universidade.,,Not Available,
Trair,Verbos,Trair é um ato de maldade.,,Not Available,
Trancar,Verbos,"Por favor, não esqueça de trancar a porta quando sair.",,Not Available,
Treinar,Verbos,Treino futebol todos os dias.,,Not Available,
Trocar,Verbos,Preciso trocar de roupa antes de ir para a festa.,,Not Available,
Usar,Verbos,Eu gosto de usar acessório no cabelo.,,Not Available,
Vencer,Verbos,"Ontem, o time A venceu o time B.",,Not Available,
Ver,Verbos,Adoro ver TV com meus irmãos.,,Not Available,
Verbos,Verbos,A prova será sobre verbos.,,Not Available,
Viajar,Verbos,"Eu gosto de viajar, não importa o destino.",,Not Available,
Vigiar,Verbos,Irei vigiar a casa essa noite.,,Not Available,
Visitar,Verbos,Domingo eu irei visitar minha tia.,,Not Available,
Viver,Verbos,"Para viver bem, precisa-se ter uma boa alimentação.",,Not Available,
Votar,Verbos,Irei votar no Joaquim para representante da sala.,,Not Available,
Xerocar,Verbos,Preciso xerocar os arquivos do grupo de estudo.,,Not Available,
Zangar,Verbos,Não se zangue com coisas bobas.,,Not Available,
Zombar,Verbos,É errado zombar das pessoas.,,Not Available,
Base,Vestuário,As vezes uso base no rosto.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/base.mp4,
Bermuda,Vestuário,Tenho algumas bermudas para doar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01791-bermuda.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Biquíni,Vestuário,"Preciso comprar um biquíni novo, pois irei viajar para a praia.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/882-biquini.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Blusa,Vestuário,Eu tenho muitas blusas brancas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/846-blusa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/18.jpg
Boina,Vestuário,Sempre uso boina quando faz frio.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/847-boina.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Bolsa,Vestuário,Ganhei uma bolsa de presente da minha vizinha.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/848-bolsa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Bolso,Vestuário,O bolso da minha calça furou.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/849-bolso.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Boné,Vestuário,Eu nunca uso bonés.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/851-bone.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Bota,Vestuário,Comprei botas novas essa semana.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/850-bota.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Brinco,Vestuário,Na feirinha vende vários brincos bonitos.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/852-brinco.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/18.jpg
Calça,Vestuário,Todos os dias ela usa calça preta.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01792-cal%C3%A7a.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Calcinha,Vestuário,Ela tem muitas calcinhas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/853-calcinha.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Camisa,Vestuário,Quantas camisas você tem!,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/854-camisa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/18.jpg
Camiseta,Vestuário,Eu gosto de camiseta amarela.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01797-camiseta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
